description;fromPlace;origin;toPlace;destination;transportType;blacklistedDays;raptorRange;raptorDays;raptorProfile
Tog;NSR:StopPlace:58963;Jessheim stasjon;NSR:StopPlace:467;Bjorli stasjon;Tog;;240;2;multiCriteria
Tog;NSR:StopPlace:222;Myrdal stasjon;NSR:StopPlace:58804;Alvdal stasjon;Tog;;240;2;multiCriteria
Tog;NSR:StopPlace:602;Berkåk stasjon;NSR:StopPlace:58936;Skatval stasjon;Tog;;240;2;multiCriteria
Tog;NSR:StopPlace:180;Meråker stasjon;NSR:StopPlace:58958;Rognan stasjon;Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:2306;Fredrikstad bussterminal;NSR:StopPlace:19623;Rjukan torg;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:8316;Charlottenberg station;NSR:StopPlace:5576;Drøbak torg;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:9851;Kongsvinger stasjon;NSR:StopPlace:53;Røros stasjon;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:12485;Fåvang;NSR:StopPlace:245;Hokksund stasjon;Buss,Tog;2;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:11701;Hjellum;NSR:StopPlace:6645;Lyngveien;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:15338;Sætre bussterminal;NSR:StopPlace:20970;Parnemannsgate;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:324;Gol stasjon;NSR:StopPlace:31353;Minde allé;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:16804;Drammen busstasjon;NSR:StopPlace:22878;Åmli sentrum;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:19862;Seljord rutebilstasjon;NSR:StopPlace:28828;Egersund rutebilstasjon;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:24140;Tinnheia torv;NSR:StopPlace:30756;Odda busstasjon;Buss;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:22329;Mandal v/Amfi;NSR:StopPlace:56676;Hammerfest bussterminal;Buss,Tog,Båt,Fly;2;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:568;Bryne;NSR:StopPlace:36501;Hardbakke;Buss,Tog,Båt,Ferje,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:26084;Haugesund bussterminal;NSR:StopPlace:58466;Våge kai;Buss,Ferje,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:33364;Norheimsund terminal;NSR:StopPlace:58533;Volda ferjekai;Buss,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:32632;Knarvik senter;NSR:StopPlace:35051;Hermansverk sentrum;Buss,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:36937;Høyanger rutebilstasjon;NSR:StopPlace:425;Vinstra stasjon;Buss,Tog,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:40200;Sykkylven sentrum;NSR:StopPlace:58182;Florø kai;Buss,Båt,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:39382;Molde trafikkterminal;NSR:StopPlace:42707;Støren stasjon;Buss,Tog,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:42147;Sistranda skole;NSR:StopPlace:45075;Ogndalsvegen;Buss,Tog,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:659;Trondheim S;NSR:StopPlace:51790;Brønnøysund sentrum;Buss,Tog,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:45823;Spillumstranda;NSR:StopPlace:55478;Bardufoss sentrum;Buss,Tog,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:44550;Grong stasjon;NSR:StopPlace:40141;Skei;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:49692;Hemnesberget;NSR:StopPlace:52142;Harstad Byterminal;Buss,Tog,Båt,Fly;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:47293;Svolvær sentrum;NSR:StopPlace:56826;Alta sentrum;Buss,Båt,Fly;6;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:48534;Bjerkvik;NSR:StopPlace:56219;Brøstadbotn;Buss,Båt;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:55427;Finnsnes;NSR:StopPlace:57018;Kautokeino/Guovdageaidnu;Buss,Båt,Fly;6,7;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:52485;UNN Åsgård;NSR:StopPlace:56688;Smørstadbrinken;Buss;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:57153;Skiferveien;NSR:StopPlace:316;Oppdal stasjon;Buss,Tog,Fly;6;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:3749;Bjørkelangen terminal;NSR:StopPlace:16961;Hønefoss sentrum;Buss,Tog;;240;2;multiCriteria
Fylkeskryssende;NSR:StopPlace:25363;Byglandsfjord;NSR:StopPlace:12162;Tyinkrysset;Buss,Tog,Fly;2;240;2;multiCriteria
Fly;NSR:StopPlace:718;Oslo Lufthavn;NSR:StopPlace:759;Bergen Lufthavn;Fly;;240;2;multiCriteria
Fly;NSR:StopPlace:750;Sogndal Lufthamn;NSR:StopPlace:735;Molde Lufthavn;Fly;;240;2;multiCriteria
Fly;NSR:StopPlace:745;Stavanger lufthavn;NSR:StopPlace:721;Namsos Lufthavn;Fly;6;240;2;multiCriteria
Fly;NSR:StopPlace:762;Kristiansand lufthavn;NSR:StopPlace:737;Trondheim lufthavn;Fly;;240;2;multiCriteria
Fly;NSR:StopPlace:752;Ålesund Lufthavn;NSR:StopPlace:759;Bergen Lufthavn;Fly;;240;2;multiCriteria
Fly;NSR:StopPlace:726;Brønnøysund Lufthavn;NSR:StopPlace:761;Leknes Lufthavn;Fly;6;240;2;multiCriteria
Fly;NSR:StopPlace:748;Harstad/Narvik Lufthavn;NSR:StopPlace:755;Alta Lufthavn;Fly;6;240;2;multiCriteria
Fly;NSR:StopPlace:732;Mosjøen lufthavn;NSR:StopPlace:742;Berlevåg Lufthavn;Fly;6;240;2;multiCriteria
Fly;NSR:StopPlace:760;Kirkenes Lufthavn;NSR:StopPlace:762;Kristiansand lufthavn;Fly;;240;2;multiCriteria
Fly;NSR:StopPlace:758;Lakselv Lufthavn;NSR:StopPlace:720;Hammerfest Lufthavn;Fly;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:34505;Lærdal rådhus;NSR:StopPlace:7312;Trysilsenteret;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:27235;Stavanger;NSR:StopPlace:25380;Gaupemyr bussterminal;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:26084;Haugesund bussterminal;NSR:StopPlace:7310;Trysil busstasjon;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:1845;Skjærhalden;NSR:StopPlace:34505;Lærdal rådhus;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:36025;Førde rutebilstasjon;NSR:StopPlace:27235;Stavanger;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:40122;Kristiansund trafikkterminal;NSR:StopPlace:38550;Ørsta rutebilstasjon;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:51790;Brønnøysund sentrum;NSR:StopPlace:58947;Steinkjer stasjon;Buss;;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:47427;Narvik bussterminal;NSR:StopPlace:54474;Storslett terminal;Buss;6;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:52273;Tromsø Prostneset;NSR:StopPlace:56676;Hammerfest bussterminal;Buss;6;240;2;multiCriteria
Ekspressbuss;NSR:StopPlace:56826;Alta sentrum;NSR:StopPlace:56754;Karasjok bussterminal;Buss;6;240;2;multiCriteria
Ferje/Buss;NSR:StopPlace:58187;Horn ferjekai;NSR:StopPlace:58371;Verket ferjekai;Buss,Tog,Ferje;;240;2;multiCriteria
Ferje/Buss/Trikk;NSR:StopPlace:58436;Hatvik ferjekai;NSR:StopPlace:58404;Nationaltheatret;Buss,Tog,Ferje,Trikk,Fly;;240;2;multiCriteria
Buss/trikk/T-bane;NSR:StopPlace:58403;Bogstadveien;NSR:StopPlace:58215;Veitvet;Buss,Trikk,T-bane;;240;2;multiCriteria
Ferje/Buss;NSR:StopPlace:58339;Vangsnes ferjekai;NSR:StopPlace:58330;Solvorn ferjekai;Buss,Ferje;;240;2;multiCriteria
Buss/Tog;NSR:StopPlace:672;Torp stasjon;NSR:StopPlace:58840;Vestfossen stasjon;Buss,Tog;;240;2;multiCriteria
Buss/Ferje;NSR:StopPlace:58444;Sørrollnes ferjekai;NSR:StopPlace:55902;Giæverbukta;Buss,Ferje,Båt;;240;2;multiCriteria
Buss/Trikk;NSR:StopPlace:16806;Vikersund bussterminal;NSR:StopPlace:58309;Grefsen stadion;Buss,Trikk,Tog;;240;2;multiCriteria
Buss/Trikk;NSR:StopPlace:58264;John Colletts plass;NSR:StopPlace:10675;Ajerhagan nedre;Buss,Trikk,Tog,T-bane;;240;2;multiCriteria
Buss/Trikk;NSR:StopPlace:58801;Sarpsborg stasjon;NSR:StopPlace:58296;Oslo Hospital;Buss,Trikk,Tog;;240;2;multiCriteria
Buss/T-bane;NSR:StopPlace:58197;Brynseng;NSR:StopPlace:13580;Kråkjordet;Buss,T-bane,Tog;;240;2;multiCriteria
Norge_på_langs;NSR:StopPlace:23776;Lund torv (Kristiansand);NSR:StopPlace:50462;Hålogalandsgata (Bodø);Diverse;;240;2;multiCriteria
